id,communique,libelle_poste,libelle_emploi_rome,code_emploi_rome,numero,date_mis_en_ligne,libelle_collectivite,libelle_corps_grade,libelle_corps_grade_2,libelle_domaine,libelle_domaine_2,duree_residence_exigee,date_a_pourvoir,date_a_pourvoir_libelle,direction_libelle,direction_acronyme,service_libelle,lieu_travail,date_creation,date_cloture,presentation,emploi_resp,mission,activites_principales,activites_secondaires,conditions_particulieres,savoir,savoir_faire,comportements,commentaire_republication,contact,contact_telephone,contact_email,contact_secondaire,contact_secondaire_telephone,contact_secondaire_email,collectivite_nom_rh,collectivite_adresse_depot,collectivite_adresse_postale,collectivite_email,collectivitefax,statut,nb_postes_a_pourvoir,a_pourvoir_autre,url_pdf
62893,0,Gestionnaire Ressources Humaines,"Gestionnaire administratif ressources humaines, de l'administration du personnel",M1501-1,26-62893/MPRH,2026-04-30,Direction interrégionale de Météo-France,rédacteur,,,,,,autre,,,,Nouméa,2026-03-19 10:33:47+11:00,2026-05-21,"La Direction Interrégionale de Météo-France en Nouvelle-Calédonie et à Wallis et Futuna et le Service de la Météorologie de la Nouvelle-Calédonie mettent en œuvre conjointement le développement et la maintenance d'un réseau d'observation météorologique, la collecte, le traitement et la diffusion de données climatologiques, la prévision du temps et l'élaboration de projections climatiques. Pour remplir ces missions, 65 agents et 6 divisions apportent leur concours. La division Support apporte le soutien administratif.
C'est sur cette dernière division, qui compte une dizaine d'agents, que porte cet AVP. Ses missions s'articulent autour de 4 grands axes :
- gestion des ressources humaines
- gestion budgétaire 
- communication interne et externe
- commercialisation de produits et prestations météorologiques",Gestionnaire administratif des ressources humaines,"Sous l'autorité du chef de division ou de son adjoint, le candidat retenu devra participer à la mise en œuvre et au suivi  de la gestion :
- des ressources humaines, 
- des déplacements
- des salaires
- du plan de développement des compétences","- Informer orienter et conseiller les agents et leurs managers
- Mettre en œuvre et réaliser l'ensemble des actes de gestion administrative
- Gérer le recrutement et l'intégration du personnel : évaluer le besoin en recrutement, rédiger les fiches de poste, diffuser les offres d'emploi, réaliser une présélection des candidats, rédiger les documents administratifs d'embauche, organiser l'intégration du nouvel arrivant ;
- Gérer les carrières et la mobilité des salariés ;
- Gérer le besoin en formation et les plans de développement de compétences des agents.
- Gérer les déplacements et l'organisation des missions ;
- Préparer et contrôler la paie ;
- Suivre le temps de travail et gérer les absences ;
- Alimenter et exploiter les systèmes d'information de gestion des ressources humaines (SIRH) afin de fournir des données fiables
- Participer à la mise en œuvre et à l'évaluation des processus et des outils RH","- Participer à l'organisation des élections
- Acteur de la qualité, le candidat retenu devra contribuer aux revues des processus RH","Poste soumis au régime du temps de travail de Météo-France.
Le service gère trois statuts RH (fonctions publiques État et Nouvelle-Calédonie, contractuels).
L'agent recruté est rémunéré par le gouvernement de la Nouvelle-Calédonie. Il perçoit les primes spécifiques versées aux agents administratifs de la DIRNC.","- Bonne connaissance des collectivités de la NC, de leur fonctionnement, et des interlocuteurs RH 
- Bonne connaissance des procédures administratives
- Bonne connaissance du statut général de la fonction publique NC
- Bonne connaissance des statuts des agents de Météo-France
- Bonne connaissance du droit dans le domaine de compétence","- Savoir utiliser les outils RH, SIRH, GFD 
- Savoir rédiger des documents administratifs dans le domaine RH
- Savoir appliquer un protocole","- Sens de l'organisation
- Discrétion
- Rigueur
- Qualité d'écoute
- Sens des relations humaines 
- Curiosité
- Autonomie",,Claire ALUZE,27 93 07,claire.aluze@meteo.fr,,,,la direction des ressources humaines et de la fonction publique de Nouvelle-Calédonie,Bureaux 106 et 107 - Section recrutement - DRHFPNC - Centre administratif Jacques Iékawé - 1er étage - 18 avenue Paul Doumer - Centre-ville de Nouméa,B.P M2 - 98849 Nouméa cedex,drhfpnc.recrutement@gouv.nc,,PUBLIE,5,Poste publié dans le cadre d'une réorganisation,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/91e25af34692032940cc5b5a96c6e4e2/download/
63518,0,Gestionnaire comptable,"Gestionnaire comptable, Technicien comptable",M1203-3,26-0604,2026-04-23,Institut de formation à l'administration publique,rédacteur,,,,,,immédiatement,Institut de formation à l'administration publique,IFAP,,Nouméa,2026-04-22 10:05:04+11:00,2026-06-04,,Gestionnaire comptable,,,,,,,,La date de clôture initialement prévue le 15/05/26 a été reportée,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/4159c40b98b37ddf20472d073c161598/download/
63753,0,Directeur de l'aviation civile en Nouvelle-Calédonie,,,26-63753/MPRH,2026-05-05,Nouvelle-Calédonie,emploi fonctionnel,,,,,,immédiatement,,,,Nouméa,2026-05-06 08:35:42+11:00,2026-05-28,"La direction de l'aviation civile en Nouvelle-Calédonie est un service mixte de la Nouvelle-Calédonie et de l'Etat.

La DAC-NC est sous double tutelle: hiérarchique du Haut-commissaire, technique et financière du DGAC d'une part, du gouvernement de la Nouvelle-Calédonie d'autre part. Elle veille à assurer la sécurité et la régularité du transport aérien sur le territoire. Les compétences respectives de l'Etat et de la Nouvelle-Calédonie ont été précisées par la loi organique n° 99-209 modifiée du 19 mars 1999 relative à la Nouvelle-Calédonie.",,"Le directeur de l'aviation civile en Nouvelle-Calédonie a compétence sur tous les domaines d'activités de la DAC-NC :
- régulation de l'activité aéronautique: définition de la stratégie et application de la politique du transport aérien en Nouvelle-Calédonie ;
- surveillance de la sécurité et de la sûreté: contrôle du respect des règles par l'ensemble des acteurs de l'aéronautique ;
- prestation de service de navigation aérienne: sécurité et régularité du trafic aérien ;
- ingénierie : adaptation des infrastructures aux besoins et aux évolutions des liaisons aéronautiques ingénierie ;

A ce titre, il assure la direction des services de la DAC-NC sous l'autorité conjointe de l'Etat et de la Nouvelle-Calédonie.","Le directeur de l'aviation civile en Nouvelle-Calédonie exerce les missions suivantes :

Pour le compte des 2 tutelles :
- encadre, oriente et coordonne les activités de ses collaborateurs pour la réalisation et le suivi de l'ensemble des activités de la DAC-NC ;
- participe à la définition par les responsables de programmes (SG, DSNA, DSAC, DTA) des objectifs et des indicateurs assignés au service et assure leur déclinaison ;
- définit, propose et met en œuvre les moyens nécessaires à l'accomplissement de son action (dotations budgétaires, définition des objectifs et des échéances) et prononce les arbitrages nécessaires ;
- assure l'interface entre la collectivité territoriale, le Haut-commissaire et la DGAC ;
- conduit le dialogue social ;
- s'assure de la mise en œuvre des activités liées à la police et la sécurité de la circulation aérienne, et de la fourniture des services de la navigation aérienne (alerte et sauvetage, information de vol, contrôle de la circulation aérienne) ;
- s'assure de la bonne exécution des missions de la régulation économique et du contrôle des dépenses réalisées par les exploitants d'aérodrome au titre de la sécurité et sûreté ;
- assiste et conseille les partenaires régionaux et locaux du transport aérien (gestionnaires d'aérodromes, compagnies aériennes, etc.) ;
- exerce une mission de conseil technique pour l'applicabilité des textes de l'aviation civile.

Pour le compte de l'Etat :
- représente le directeur général de l'aviation civile auprès du Haut-commissaire et des instances de Nouvelle- Calédonie ;
- s'assure de la mise en œuvre des règles de sécurité définie par la DGAC en matière de surveillance et de certification des opérateurs relevant de la compétence de l'Etat (transport aérien et aviation générale, sécurité aéroportuaire et prestataires de navigation aérienne gestionnaires d'aéroports, sûreté) ;
- est ordonnateur secondaire du budget annexe contrôle et exploitation aériens (BACEA) par délégation (y compris pour la masse salariale Etat) et personne responsable du marché (PRM) ;
- représente en tant que de besoin le DGAC dans les instances internationales régionales ;
- s'assure de la bonne exécution des missions de gestion du patrimoine de l'Etat ;
- Hors champ aviation civile : s'assure de la bonne exécution de la mission de conduite des opérations d'infrastructure ou de bâtiments pour le compte des différents ministères de l'Etat et du suivi des contrats de développement Etat/collectivité pour l'aménagement du territoire, le logement social et l'habitat.

Pour le compte de la Nouvelle-Calédonie :
- s'assure de la bonne exécution de la gestion et de l'exploitation des aérodromes de Lifou et Koné ainsi que du service de sauvetage et de lutte contre l'incendie des aéronefs de Magenta ;
- s'assure de la mise en œuvre des règles de sécurité applicables en Nouvelle-Calédonie en matière de surveillance et de certification des opérateurs relevant de la compétence de la Nouvelle-Calédonie ;
- assure une participation de la Nouvelle-Calédonie aux travaux de coopération multilatérale et régionale entre états voisins du Pacifique Sud dans le domaine de l'aérien ;
- Est ordonnateur délégué du budget de la Nouvelle-Calédonie.

Le ou la titulaire assure le management du service (230 agents, à 3/4 cadres NC et 1/4 cadres Etat) et s'appuie sur:
- un service régulation et exploitation ;
- un service de la sécurité de l'aviation civile ;
- un service de la navigation aérienne ;
- un service ingénierie ;
- un service administratif.",,,"- Connaissance approfondie de la DGAC/DAC et maîtrise de ses différentes missions ;
- Connaissance du fonctionnement des institutions locales ;
- Maîtrise du rôle des différents acteurs du transport aérien : Etat, Nouvelle-Calédonie, compagnies aériennes, gestionnaires d'aéroports ;
- Polyvalence dans tous les secteurs de l'aéronautique ;
- Connaissance dans le domaine juridique ;
- Maîtrise de 'anglais écrit et oral.","- Aptitude au management et à la négociation ;
- Capacités à gérer les actions sociales ;
- Impulser et coordonner un projet ;
- Planifier ;
- Animer des groupes de travail et des réunions ;
- Analyser des situations complexes et identifier les problématiques ;
- Savoir argumenter et synthétiser à l'écrit et à l'oral ;
- Travailler en réseau et en partenariat.","- Sens des relations humaines et de la communication ;
- Grande capacité d'adaptation ;
- Esprit d'analyse et de synthèse ;
- Disponibilité ;
- Diplomatie.",,M. Loïc Robin,,loic.robin@aviation-civile.gouv.fr,,,,la direction des ressources humaines et de la fonction publique de Nouvelle Calédonie,Bureaux 106 et 107 - Section recrutement - DRHFPNC - Centre administratif Jacques Iékawé - 1er étage - 18 avenue Paul Doumer - Centre-ville de Nouméa,B.P M2 - 98849 Nouméa cedex,drhfpnc.recrutement@gouv.nc,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/bea39a25829fcbf50c512c5b0bf53563/download/
63650,0,Assistant(e) sociale,,,26-0667,2026-04-30,Maison de l'Etudiant,assistant socio-éducatif,,,,,2026-06-01 00:00:00+11:00,date,Maison de l'Etudiant,MDE,,,2026-04-30 08:25:33+11:00,2026-05-21,,,,,,,,,,,,,,,,,,,,,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/943d9900fcbe2b6ce1ba2197d8434bac/download/
63716,0,Directeur(trice) adjoint(e) expérience client -pôle fonctionnel,,,26-0672,2026-05-07,Office des postes et télécommunications,emploi fonctionnel,,,,,,susceptible d'être vacant,Office des postes et télécommunications,OPT,,,2026-05-05 09:33:53+11:00,2026-05-28,,,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/b4f556b149b543de0eca299c6848adde/download/
63524,0,Agent d'entretien - Ambulancier (Touho),,,26-0606,2026-04-23,Province Nord,ACDP-Grille rémunération 1-Sans diplôme,,,,,2027-01-01 00:00:00+11:00,date,Province Nord,PVN,,TOUHO,2026-04-22 10:24:51+11:00,2026-05-28,,,,,,,,,,La date de clôture initialement prévue le 15/05/2026 a été reportée.,,,,,,,,,,,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/d9251e1fd46b88a17756c1369aa9cf83/download/
63342,0,Secrétaire Général,,,26-0558,2026-04-09,Ville du Mont-Dore,emploi fonctionnel,,,,,,immédiatement,Ville du Mont-Dore,,,,2026-04-10 08:50:58+11:00,2026-05-21,,,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/05d8f5938c204c0824b665f96a17f423/download/
61335,1,Administrateur 'Messagerie et outils collaboratifs',"Administrateur réseau informatique, réseaux - télécoms",M1801-2,25-61335/MPRH,2026-02-05,Nouvelle-Calédonie,ingénieur,technicien,Informatique,Informatique,,,immédiatement,Direction du numérique et de la modernisation,DINUM,Service infrastructures,Nouméa - Ouémo,2025-11-27 15:07:57+11:00,2026-05-28,,Administrateur réseau,"La direction du numérique et de la modernisation (DINUM) est chargée de définir et d'assurer la mise en œuvre de la politique de développement numérique du gouvernement de la Nouvelle-Calédonie en articulation avec la
stratégie générale de la collectivité notamment en matière de transformation numérique de l'action publique, de simplification et de modernisation des services rendus grâce au numérique, de pilotage de la performance
par le levier du numérique et de développement de l'économie numérique. Elle doit garantir la sécurité et la continuité du service informatique fourni aux utilisateurs et anticiper les changements et leurs impacts métiers
sur le système d'information. A ce titre, elle agit en tant que prestataire de services informatiques auprès des directions, des institutions et établissements de la Nouvelle-Calédonie mais aussi en faveur des collectivités
provinciales, des services de l'Etat et des communes. Elle vise également à développer des synergies avec les usagers internes, externes, et les entreprises.

Afin de mener à bien ses missions, tout en étant dans une démarche constante de performance et d'innovation tant en termes de solutions que d'organisations dans le cadre de la gestion des projets et des produits, l'organisation de la DINUM privilégie un fonctionnement organisé autour de produits numériques, la polyvalence des agents, la mutualisation des compétences et la coordination efficace des ressources internes. Cette organisation s'inscrit également dans une démarche générale de rationalisation des moyens et de maîtrise des coûts.

L'administrateur ""Messagerie et outils collaboratifs"" est le binôme opérationnel du chef de produit «Messagerie et outils collaboratif ». Il est responsable de missions essentielles pour le bon fonctionnement de la collectivité. Il  participe à l'identification et la mise en place d'alternatives en mode produit aux outils collaboratifs de la suite Google Workspace, en recherchant des outils moins couteux, transparents et adaptés à la manipulation de données sensibles, dans les différents périmètres qui sont les siens, et notamment: la  messagerie électronique, le chat, la visioconférence, le stockage et la création/édition ainsi que le travail collaboratif sur les documents. Il y intègre la gestion de l'IA générative dans un cadre d'usage respectueux des contraintes et règles de cybersécurité. Il s'assure de la bonne intégration des outils dans le système d'information du gouvernement (référentiels, authentification, usage dans les applications, API)  et de leur disponibilité en mode ""cloud"".

En tant que responsable de la messagerie, il s'assure également du bon respect des normes de fonctionnement de cette dernière, notamment dans l'usage des technologies SPF/DKIM/DMARK/BIMI que dans les mécanismes de sécurité (antivirus, antispams) et de protection réputationnels du domaine de messagerie.

Il peut-être amené à travailler avec des partenaires locaux ou nationaux sur l'évolution des outils collaboratifs, dont la nature peut être innovante par rapport aux usages traditionnels. 





L'administrateur systèmes et réseaux assure l'administration, la gestion et le maintien en condition opérationnelle et de sécurité des réseaux, des infrastructures et du système de sauvegarde. Il contribue à leur évolution et à leur amélioration en fonction du schéma directeur.","Activités principales : 
Être l'interlocuteur privilégié de agents de la DINUM et des directions métiers sur les sujets messagerie et outils collaboratifs actuels et à venir :
- Conduire des ateliers avec les différents acteurs métier,
- Décliner les axes stratégiques métier en objectifs opérationnels numériques, 
- Animer la démarche de définition des besoins et de priorisation,
- Participer à l'élaboration de la stratégie de la messagerie,
- Participer à la rédaction et à la mise à jour de la documentation utilisateur.
- S'assurer du bon fonctionnement technique des outils et de leur conformité technique, réglementaire, et en matière de cybersécurité.
 
Il participe activement à  la vision produit  portée par le chef de produit:
- Définir et décliner les visions produit ainsi que la feuille de route globale selon des jalons de livraison réguliers,
- Assurer la cohérence des visions produit avec la stratégie et les cadres de cohérence numériques,
- Analyser les données et retours utilisateur pour comprendre les besoins utilisateur / client,
- Identifier les fonctionnalités attendues et sélectionner celles qui apportent le plus de valeurs ou de bénéfices aux utilisateurs,
- Mesurer la valeur métier réalisée et à venir,
 
Il administre techniquement les systèmes et composants techniques de la solution actuelle Google Workspace et des outils à venir.

Activités secondaires : 
- Elaborer et mettre à jour les procédures techniques et la documentation des processus gérés et optimisés ;
- Proposer des améliorations dans son domaine d'activité et organiser leur mise en œuvre au travers de chantiers ou projets qu'il peut être amené à gérer et piloter ;
- Elaborer et participer aux dossiers de consultations.

Caractéristiques particulières de l'emploi :  
- Travaux possibles à réaliser en dehors des heures ouvrées ;
- Interventions sur sites ponctuelles (Permis B exigé).",,,"- Connaissances en messagerie d'entreprise;
- Connaissance des fondamentaux de la gestion de serveurs et notamment des serveurs de messagerie ;
- Connaissance des outils collaboratifs en général, Google Workspace serait un plus.
- Connaissance des méthodes, outils, normes d'exploitation et de qualité [Réf. ITIL] ;
- Bonne connaissance de l'anglais technique informatique.","- Connaître les fondamentaux du Cloud ;
- Administrer des serveurs Linux, de messagerie et applicatifs.
- Agile techniquement, apte à la recherche autonome de solutions.
- Rédiger la documentation technique ;
- Mesurer la performance et la métrologie ;
- Assurer la veille technologique.
- Connaissance des outils et technologies opensource.","- Gout de l'innovation, des technologies de rupture;
- Pragmatisme;
- Prise d'initiative et autonomie ; 
- Esprit d'analyse et de synthèse ;
- Méthodes et sens de l'organisation ;
- Rigueur et disponibilité ; 
- Sens de la communication et de l'écoute ;
- Sens du travail en équipe et de la hiérarchie ;
- Sens de la transmission et de l'accompagnement d'équipe ;
- Faculté d'adaptation ;
- Capacité à rechercher et s'autoformer.",,"Naiké DURAND, chef du service des infrastructures",27 58 88,naike.durand@gouv.nc,"Charles BIONDI, directeur adjoint",27 58 88,charles.biondi@gouv.nc,la direction des ressources humaines et de la fonction publique de Nouvelle Calédonie,Bureaux 106 et 107 - Section recrutement - DRHFPNC - Centre administratif Jacques Iékawé - 1er étage - 18 avenue Paul Doumer - Centre-ville de Nouméa,B.P M2 - 98849 Nouméa cedex,drhfpnc.recrutement@gouv.nc,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/f53e1eacaed19e2e462f731c77385b9f/download/
62774,0,Contrôleur enquêtes et poursuites,"Agent de recouvrement du Trésor, Chargé de recouvrement des recettes de l'Etat",K1501-3,26-62774/MPRH,2026-04-23,Nouvelle-Calédonie,rédacteur,,,,,,immédiatement,Direction des services fiscaux,DSF,Service de la recette,Nouméa,2026-03-11 07:30:03+11:00,2026-06-04,"La direction des services fiscaux, composée de treize services, est chargée d'asseoir, de contrôler et de recouvrer la plupart des impôts en vigueur en Nouvelle-Calédonie. Elle gère ainsi près de 76 % des recettes fiscales de la Nouvelle-Calédonie. Elle assure également une mission foncière, au travers de la gestion du domaine public et privé de la Nouvelle-Calédonie et de la publicité foncière, cette dernière ayant en charge notamment la taxe hypothécaire. Outre ces missions d'exécution, elle est chargée, dans le cadre de la politique poursuivie par le gouvernement de la Nouvelle-Calédonie, de l'élaboration de la législation fiscale ainsi que des mesures d'application.

Le service de la recette a pour mission principale l'encaissement et le recouvrement des différents impôts, droits, redevances et taxes relevant de la responsabilité du receveur des services fiscaux. Il comprend une cellule enregistrement et 5 sections, une section guichet-comptabilité, trois sections dédiées au recouvrement et une section enquêtes et poursuites où est affecté le poste à pourvoir.","Chargé du recouvrement des impôts, droits et taxes","Le contrôleur Enquêtes et Poursuites met en œuvre les procédures de recouvrement des créances correspondant aux impôts, droits ou taxes relevant de la responsabilité du receveur des services fiscaux.
Il assure le contrôle et le suivi des dossiers difficiles et sensibles susceptibles de constituer des affaires portées devant les juridictions de NC (TPI - TMC et Cour d'Appel).
Il élabore les dossiers inscrits en procédures collectives et contribue à la défense des intérêts de la collectivité dans le cadre de ces mêmes affaires contentieuses.","Gestion des dossiers en recouvrement difficile :
- Suivi des procédures
- Suivi des dossiers à difficulté
- Enquêtes et poursuites sur le terrain

Gestion des procédures collectives :
- Contrôle des dossiers
- Rédaction des requêtes introductives
- Suivi de la procédure auprès des tribunaux

Gestion des dossiers placés en admission en non valeur :
- Contrôle de la prescription
- Relance des actions en recouvrement",- Appui aux différentes sections du service lors des échéances ou de pics d'activités.,,"- Connaissance de l'organisation des services administratifs ;
- Notions générales en matière de fiscalité et de recouvrement ;
- Notions en comptabilité publique ;
- Connaissance des procédures contentieuses ;
- Maîtrise des outils bureautiques.","- Capacités rédactionnelles et de synthèse ;
- Sens de la communication et de la négociation ;
- Appliquer les procédures et anticiper les risques ;
- Maîtriser les délais et anticiper les échéances ;
- S'adapter aux évolutions (réglementation applicable, outils informatiques utilisés et organisation du service) ;
- Acquérir rapidement des connaissances techniques nouvelles.","- Rigueur et vigilance ;
- Méthode et sens de l'organisation ;
- Esprit d'analyse ;
- Qualités relationnelles et communication ;
- Sens de l'écoute ;
- Disponibilité ;
- Sens du travail en équipe et de la solidarité ;
- Discrétion.",Modification de la date de clôture initialement prévue le 15/05/2026,"M. Gil PAIN, chef de service de la recette",25 75 28,gil.pain@gouv.nc,,,,la direction des ressources humaines et de la fonction publique de Nouvelle Calédonie,Bureaux 106 et 107 - Section recrutement - DRHFPNC - Centre administratif Jacques Iékawé - 1er étage - 18 avenue Paul Doumer - Centre-ville de Nouméa,B.P M2 - 98849 Nouméa cedex,drhfpnc.recrutement@gouv.nc,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/5db0edfcb13c94526c33f571f311f724/download/
61894,0,Chargé(e) de projets AMOA / PMO,"Chef de projet (étude et développement informatique, maîtrise d'œuvre informatique)",M1805-4,26-61894/MPRH,2026-04-23,Nouvelle-Calédonie,technicien,ingénieur,Informatique,Informatique,Technicien 1er et 2e grade du domaine de l'informatique : au moins égale à 10 ans.Ingénieurs 1er et 2ème grade du domaine de l'informatique : au moins égale à 5 ans.,,immédiatement,Direction du numérique et de la modernisation,DINUM,,Nouméa - Ouémo,2026-01-13 13:13:59+11:00,2026-05-21,"La direction du numérique et de la modernisation (DINUM) est chargée de définir et d'assurer la mise en œuvre de la politique de développement numérique du gouvernement de la Nouvelle-Calédonie, en articulation avec la stratégie générale de la collectivité notamment en matière de transformation numérique de l'action publique, de simplification et de modernisation des services rendus grâce au numérique, de pilotage de la performance par le levier du numérique, de développement de l'économie numérique et de développement de l'innovation technologique. Elle vise également à développer des synergies avec les usagers internes, externes, et les entreprises. 

Afin de mener à bien ses missions, tout en étant dans une démarche constante de performance et d'innovation tant en termes de solutions que d'organisations, dans le cadre de la gestion des projets et des produits, l'organisation fonctionnelle de la DINUM s'appuie majoritairement sur le fonctionnement matriciel. En privilégiant la polyvalence des agents, la mutualisation des compétences et la coordination efficace des ressources internes, cette organisation s'inscrit également dans une démarche générale de rationalisation des moyens et de maîtrise des coûts. 

La DINUM est dotée d'une cellule stratégie et pilotage de la performance (CSPP) qui assiste la direction dans le pilotage de la performance des services, l'optimisation de l'exécution des ressources budgétaires, la politique de sécurisation du système d'information, la coordination des projets, les actions de communication interne, et les activités juridiques.",Chef de projet maîtrise d'œuvre,"Affecté au sein de la CSPP, le(la) Chargé(e) de PMO et AMOA s'assure  du cadrage du suivi de la mise en œuvre des projets numérique de la collectivité, en assurant une gestion efficace et stratégique du portefeuille de projets, ainsi qu'en apportant un soutien essentiel aux maîtrises d'ouvrage.","1. Mission d'Assistance à Maîtrise d'Ouvrage (AMOA) :
Analyse et cadrage:
Recueillir, analyser et formaliser les besoins des utilisateurs et des directions métiers.
Participer à la rédaction des expressions de besoins, cahiers des charges et dossiers de consultation.
Contribuer à l'analyse des offres et à la sélection des solutions ou prestataires.

Pilotage fonctionnel:
Suivre l'avancement des projets AMOA : planning, charges, risques, livrables.
Coordonner les échanges entre métiers, DSI, prestataires et partenaires.
Préparer et animer des ateliers fonctionnels (recueil de besoins, arbitrages, validation).
Participer à la recette fonctionnelle : élaboration des plans de tests, exécution, suivi des anomalies.
Contribuer à la validation des livrables fonctionnels.

Accompagnement du changement:
Participer à la définition des plans de conduite du changement.
Contribuer à la création de supports de communication, guides utilisateurs, procédures.
Animer ou co-animer des sessions de formation ou de sensibilisation.
Assurer un appui aux utilisateurs lors des phases de déploiement.

Support méthodologique et qualité
Appliquer les méthodes, standards et outils définis par la cellule PMO/AMOA.
Contribuer à l'amélioration continue des processus projets.
Participer à la capitalisation documentaire (modèles, retours d'expérience, bonnes pratiques).
Veiller à la qualité des livrables produits par les projets (cohérence, complétude, conformité).

Coordination opérationnelle
Assurer le lien quotidien entre les équipes métiers, la DINUM et les prestataires.
Faciliter la circulation de l'information et la résolution des points bloquants.
Préparer les arbitrages nécessaires et remonter les alertes au responsable de la cellule.
Participer à la synchronisation des projets ayant des dépendances fonctionnelles ou techniques.


2. Contribution au pilotage du portefeuille projets (PMO)
Collecter, consolider et mettre à jour les informations nécessaires au suivi du portefeuille projets.
Préparer les tableaux de bord, indicateurs et rapports d'avancement.
Assurer le suivi opérationnel des plannings, risques, budgets et charges.
Contribuer à la préparation des comités de pilotage et instances de gouvernance (supports, synthèses, relevés de décisions).
Participer à l'administration courante de l'outil de gestion de portefeuille (mise à jour des fiches projets, workflows, référentiels).
Alerter sur les dérives, incohérences ou risques identifiés dans les projets.
Assurer une veille méthodologique (bonnes pratiques PMO, outils, modèles de documents).","Participer à la veille technologique et fonctionnelle sur les outils métiers.
Contribuer à la diffusion d'une culture projet au sein de l'organisation.
Appuyer le pilote de l'activité PMO/AMOA dans la préparation des budgets ou des analyses d'impact.
Participer à des missions ponctuelles d'analyse, d'audit ou de diagnostic.","- Collaboration avec les services de la DINUM et relation directe avec les directions du gouvernement,
- Gérer les urgences et les projets non prévus résultant des orientations du gouvernement, nécessitant une adaptation rapide et efficace.","- Diplôme de niveau Bac+4 ou expérience équivalente en management de projets SI,
- Maîtrise des méthodologies de gestion de projet (Waterfall, Agile) et des outils tels que Monday et Jira,
- Connaissance approfondie des enjeux techniques et fonctionnels des SI, ainsi que des contextes réglementaires (RGPD, CNIL),
- Bonne connaissance de l'organisation administrative et institutionnelle de la Nouvelle-Calédonie,
- Bonne compréhension des des processus métiers de la collectivité.","- Expérience confirmée en pilotage de portefeuille de projets et en AMOA, particulièrement dans le secteur des systèmes d'information,
- Excellentes compétences en communication, rédaction et négociation,
- Capacité à gérer des urgences, prioriser les activités, et fournir des éléments d'aide à la décision.","- Compétences relationnelles fortes, sens du dialogue, et capacité à travailler en équipe,
- Disponibilité et réactivité,
- Niveau élevé d'autonomie et responsabilité, avec évaluation basée sur les objectifs,
- Discrétion et respect de la hiérarchie,",,"Charles BIONDI, directeur adjoint",27 58 88,charles.biondi@gouv.nc,,,,la direction des ressources humaines et de la fonction publique de Nouvelle Calédonie,Bureaux 106 et 107 - Section recrutement - DRHFPNC - Centre administratif Jacques Iékawé - 1er étage - 18 avenue Paul Doumer - Centre-ville de Nouméa,B.P M2 - 98849 Nouméa cedex,drhfpnc.recrutement@gouv.nc,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/c9bb1fdcc2b9733857775af9f2ba7346/download/
